Date,Start,Close
2024-02-01,42583.26354663417,42583.26354663417
2024-02-02,43069.043420936796,43069.043420936796
2024-02-03,43170.65856159975,43170.65856159975
2024-02-04,42976.84829990829,42976.84829990829
2024-02-05,42599.35997055978,42599.35997055978
2024-02-06,42648.45692113544,42648.45692113544
2024-02-07,43087.78740814285,43087.78740814285
2024-02-08,44247.415415479314,44247.415415479314
2024-02-09,45338.271189789484,45338.271189789484
2024-02-10,47143.24299107112,47143.24299107112
2024-02-11,47768.995251247936,47768.995251247936
2024-02-12,48189.88179303987,48189.88179303987
2024-02-13,50050.13609456397,50050.13609456397
2024-02-14,49732.14536955351,49732.14536955351
2024-02-15,51790.16929752642,51790.16929752642
2024-02-16,51958.23029105492,51958.23029105492
2024-02-17,52166.43430976192,52166.43430976192
2024-02-18,51684.51749264525,51684.51749264525
2024-02-19,52138.48578873693,52138.48578873693
2024-02-20,51764.313185487765,51764.313185487765
2024-02-21,52286.79372554667,52286.79372554667
2024-02-22,51842.75676625642,51842.75676625642
2024-02-23,51319.500125702674,51319.500125702674
2024-02-24,50841.081094770896,50841.081094770896
2024-02-25,51553.096712831146,51553.096712831146
2024-02-26,51751.884054934555,51751.884054934555
2024-02-27,54478.191083122954,54478.191083122954
2024-02-28,57003.52673730811,57003.52673730811
2024-02-29,62558.58202419311,62558.58202419311
2024-03-01,61298.216861101624,61298.216861101624
2024-03-02,62426.64052919186,62426.64052919186
2024-03-03,62067.86680212177,62067.86680212177
2024-03-04,63053.10543906421,63053.10543906421
2024-03-05,68186.64593432152,68186.64593432152
2024-03-06,64291.536557569496,64291.536557569496
2024-03-07,66145.91927850846,66145.91927850846
2024-03-08,66944.87639053575,66944.87639053575
2024-03-09,68315.25192078314,68315.25192078314
2024-03-10,68508.0039626159,68508.0039626159
2024-03-11,69075.66688195744,69075.66688195744
2024-03-12,72130.55300765681,72130.55300765681
2024-03-13,71467.17350326062,71467.17350326062
2024-03-14,73097.76702694128,73097.76702694128
2024-03-15,71420.03180142345,71420.03180142345
2024-03-16,69497.7631929463,69497.7631929463
2024-03-17,65292.31329331289,65292.31329331289
2024-03-18,68425.41565643054,68425.41565643054
2024-03-19,67708.94360930806,67708.94360930806
2024-03-20,62132.51737873437,62132.51737873437
2024-03-21,67819.05570684028,67819.05570684028
2024-03-22,65535.97844847657,65535.97844847657
2024-03-23,63509.04496523133,63509.04496523133
2024-03-24,64285.80279102199,64285.80279102199
2024-03-25,67310.98326810106,67310.98326810106
2024-03-26,69938.94530200244,69938.94530200244
2024-03-27,70082.05122475982,70082.05122475982
2024-03-28,69435.75040305211,69435.75040305211
2024-03-29,70710.19534863312,70710.19534863312
2024-03-30,69919.05546148612,69919.05546148612
2024-03-31,69702.3087473573,69702.3087473573
2024-04-01,71246.95144060145,71246.95144060145
2024-04-02,69785.92503802372,69785.92503802372
2024-04-03,65440.41922587159,65440.41922587159
2024-04-04,66123.938539074,66123.938539074
2024-04-05,68542.17715279506,68542.17715279506
2024-04-06,67978.61023408506,67978.61023408506
2024-04-07,69000.6499164776,69000.6499164776
2024-04-08,69401.97360911008,69401.97360911008
2024-04-09,71624.18486236996,71624.18486236996
2024-04-10,69158.64381207665,69158.64381207665
2024-04-11,70527.88997578963,70527.88997578963
2024-04-12,70106.66413070948,70106.66413070948
2024-04-13,67252.10504226631,67252.10504226631
2024-04-14,64404.82548907413,64404.82548907413
2024-04-15,65752.66004728881,65752.66004728881
2024-04-16,63430.5714573684,63430.5714573684
2024-04-17,63720.501587480736,63720.501587480736
2024-04-18,61328.89798860725,61328.89798860725
2024-04-19,63461.592695107174,63461.592695107174
2024-04-20,63988.818471785664,63988.818471785664
2024-04-21,64894.41869109179,64894.41869109179
2024-04-22,64936.4207567739,64936.4207567739
2024-04-23,66841.66685207361,66841.66685207361
2024-04-24,66406.95244392671,66406.95244392671
2024-04-25,64279.51812857524,64279.51812857524
2024-04-26,64486.183359158975,64486.183359158975
2024-04-27,63802.330049258766,63802.330049258766
2024-04-28,63517.248743409626,63517.248743409626
2024-04-29,63030.433616681854,63030.433616681854
2024-04-30,63797.67963589958,63797.67963589958
2024-05-01,60749.47209216387,60749.47209216387
2024-05-02,58297.574075325494,58297.574075325494
2024-05-03,59135.1733607733,59135.1733607733
2024-05-04,62839.34073569376,62839.34073569376
2024-05-05,63820.451902924986,63820.451902924986
2024-05-06,64010.00865210892,64010.00865210892
2024-05-07,63172.48129551341,63172.48129551341
2024-05-08,62363.057191718624,62363.057191718624
2024-05-09,61215.50400879193,61215.50400879193
2024-05-10,63148.599943097026,63148.599943097026
2024-05-11,60888.21674957157,60888.21674957157
2024-05-12,60776.972079172134,60776.972079172134
2024-05-13,61507.054004121346,61507.054004121346
2024-05-14,62878.783300729294,62878.783300729294
2024-05-15,61569.1130057734,61569.1130057734
2024-05-16,66220.51831432826,66220.51831432826
2024-05-17,65260.879803346186,65260.879803346186
2024-05-18,67053.12326509564,67053.12326509564
2024-05-19,66912.61861403697,66912.61861403697
2024-05-20,66252.71259591613,66252.71259591613
2024-05-21,71430.29700215145,71430.29700215145
2024-05-22,70189.8358177002,70189.8358177002
2024-05-23,69181.20085677762,69181.20085677762
2024-05-24,67906.46534276106,67906.46534276106
2024-05-25,68539.91646552991,68539.91646552991
2024-05-26,69268.44558973772,69268.44558973772
2024-05-27,68508.83110875699,68508.83110875699
2024-05-28,69367.23871755725,69367.23871755725
2024-05-29,68316.63588049631,68316.63588049631
2024-05-30,67577.26558995963,67577.26558995963
2024-05-31,68372.49288434093,68372.49288434093
2024-06-01,67474.95483698409,67474.95483698409
2024-06-02,67704.32641811523,67704.32641811523
2024-06-03,67740.01690222476,67740.01690222476
2024-06-04,68808.29368590549,68808.29368590549
2024-06-05,70600.01116676089,70600.01116676089
2024-06-06,71184.59943059199,71184.59943059199
2024-06-07,70759.58819301432,70759.58819301432
2024-06-08,69325.36238847222,69325.36238847222
2024-06-09,69315.1041233966,69315.1041233966
2024-06-10,69654.16073760358,69654.16073760358
2024-06-11,69493.17760915738,69493.17760915738
2024-06-12,67329.15232724321,67329.15232724321
2024-06-13,68224.51967501991,68224.51967501991
2024-06-14,66700.31696564378,66700.31696564378
2024-06-15,66011.07873713733,66011.07873713733
2024-06-16,66190.4874891135,66190.4874891135
2024-06-17,66615.53782131766,66615.53782131766
2024-06-18,66460.38897909952,66460.38897909952
2024-06-19,65109.314812190474,65109.314812190474
2024-06-20,64907.07460760319,64907.07460760319
2024-06-21,64844.67441797763,64844.67441797763
2024-06-22,64071.624284709695,64071.624284709695
2024-06-23,64239.90348813148,64239.90348813148
2024-06-24,63221.35738437477,63221.35738437477
2024-06-25,60363.23497529626,60363.23497529626
2024-06-26,61770.413870095355,61770.413870095355
2024-06-27,60749.89619402014,60749.89619402014
2024-06-28,61562.64532550036,61562.64532550036
2024-06-29,60317.09697945116,60317.09697945116
2024-06-30,60864.44316193428,60864.44316193428
2024-07-01,62734.39383945474,62734.39383945474
2024-07-02,62819.82226921849,62819.82226921849
2024-07-03,62042.5650371006,62042.5650371006
2024-07-04,60244.68076433092,60244.68076433092
2024-07-05,57189.17412408636,57189.17412408636
2024-07-06,56739.86285107204,56739.86285107204
2024-07-07,58230.4841542266,58230.4841542266
2024-07-08,55880.3753776708,55880.3753776708
2024-07-09,56665.140733520275,56665.140733520275
2024-07-10,57988.30351208401,57988.30351208401
2024-07-11,57704.202284462874,57704.202284462874
2024-07-12,57388.192479166675,57388.192479166675
2024-07-13,57899.28895749592,57899.28895749592
2024-07-14,59152.71913887286,59152.71913887286
2024-07-15,60942.32773996293,60942.32773996293
2024-07-16,64835.48973321571,64835.48973321571
2024-07-17,65162.23625234354,65162.23625234354
2024-07-18,64136.31384360687,64136.31384360687
2024-07-19,63959.56900809379,63959.56900809379
2024-07-20,66689.54880734957,66689.54880734957
2024-07-21,67206.06470614894,67206.06470614894
2024-07-22,68088.13996324532,68088.13996324532
2024-07-23,67607.71339918874,67607.71339918874
2024-07-24,65942.41746522837,65942.41746522837
2024-07-25,65403.53513022529,65403.53513022529
2024-07-26,65749.96361965332,65749.96361965332
2024-07-27,67920.2964857025,67920.2964857025
2024-07-28,68055.40838968738,68055.40838968738
2024-07-29,68242.2474440493,68242.2474440493
2024-07-30,66770.32091848266,66770.32091848266
2024-07-31,66219.05102486102,66219.05102486102
2024-08-01,64679.778647032515,64679.778647032515
2024-08-02,65357.52960767435,65357.52960767435
2024-08-03,61407.29547397454,61407.29547397454
2024-08-04,60738.7449250574,60738.7449250574
2024-08-05,58006.206586686734,58006.206586686734
2024-08-06,53956.26184159744,53956.26184159744
2024-08-07,55959.84107399357,55959.84107399357
2024-08-08,55099.95181146735,55099.95181146735
2024-08-09,61859.03159904161,61859.03159904161
2024-08-10,60912.588533350805,60912.588533350805
2024-08-11,60887.70861641504,60887.70861641504
2024-08-12,58804.23449992608,58804.23449992608
2024-08-13,59350.07433270696,59350.07433270696
2024-08-14,60601.22317789727,60601.22317789727
2024-08-15,58739.19382231015,58739.19382231015
2024-08-16,57624.11692852191,57624.11692852191
2024-08-17,58881.92579151217,58881.92579151217
2024-08-18,59430.79163445865,59430.79163445865
2024-08-19,58438.293742685404,58438.293742685404
2024-08-20,59574.945812940874,59574.945812940874
2024-08-21,59060.12610074137,59060.12610074137
2024-08-22,61144.68762866613,61144.68762866613
2024-08-23,60387.54062321362,60387.54062321362
2024-08-24,64049.68561555576,64049.68561555576
2024-08-25,64157.1606134782,64157.1606134782
2024-08-26,64265.81631272862,64265.81631272862
2024-08-27,62922.58634676265,62922.58634676265
2024-08-28,59526.560879590994,59526.560879590994
2024-08-29,59015.29633887944,59015.29633887944
2024-08-30,59351.5794909728,59351.5794909728
2024-08-31,59156.246036463555,59156.246036463555
2024-09-01,58960.23658664587,58960.23658664587
2024-09-02,57357.71617282246,57357.71617282246
2024-09-03,59108.73235863689,59108.73235863689
2024-09-04,57504.538586220435,57504.538586220435
2024-09-05,57987.84601410068,57987.84601410068
2024-09-06,56132.404732088595,56132.404732088595
2024-09-07,53923.35611071905,53923.35611071905
2024-09-08,54150.9383589072,54150.9383589072
2024-09-09,54792.40755768575,54792.40755768575
2024-09-10,57049.118751143265,57049.118751143265
2024-09-11,57624.16178336144,57624.16178336144
2024-09-12,57381.764445000474,57381.764445000474
2024-09-13,58106.951229815284,58106.951229815284
2024-09-14,60620.62747295754,60620.62747295754
2024-09-15,60003.29940083042,60003.29940083042
2024-09-16,59214.80226801806,59214.80226801806
2024-09-17,58211.123231286256,58211.123231286256
2024-09-18,60317.0319794625,60317.0319794625
2024-09-19,61440.41208494509,61440.41208494509
2024-09-20,62966.52931910512,62966.52931910512
2024-09-21,63128.224540748255,63128.224540748255
2024-09-22,63403.402349259355,63403.402349259355
2024-09-23,63582.59956924825,63582.59956924825
2024-09-24,63327.02654450202,63327.02654450202
2024-09-25,64334.14274876097,64334.14274876097
2024-09-26,63151.89959401337,63151.89959401337
2024-09-27,65130.76884023231,65130.76884023231
2024-09-28,65791.00212541742,65791.00212541742
2024-09-29,65934.10709441357,65934.10709441357
2024-09-30,65663.68986662335,65663.68986662335
2024-10-01,63243.27532464382,63243.27532464382
2024-10-02,60872.668543725544,60872.668543725544
2024-10-03,60655.55979196848,60655.55979196848
2024-10-04,60727.86395169296,60727.86395169296
2024-10-05,62103.01047283253,62103.01047283253
2024-10-06,62091.932585194016,62091.932585194016
2024-10-07,62811.79972811266,62811.79972811266
2024-10-08,62287.39010510681,62287.39010510681
2024-10-09,62185.230423727575,62185.230423727575
2024-10-10,60597.15045618275,60597.15045618275
2024-10-11,60195.18073772453,60195.18073772453
2024-10-12,62392.34048293159,62392.34048293159
2024-10-13,63207.77062127557,63207.77062127557
2024-10-14,62829.533686088886,62829.533686088886
2024-10-15,66049.99492708022,66049.99492708022
2024-10-16,66962.21994496793,66962.21994496793
2024-10-17,67647.54414766871,67647.54414766871
2024-10-18,67328.10527002988,67328.10527002988
2024-10-19,68465.61920668735,68465.61920668735
2024-10-20,68388.87128965274,68388.87128965274
2024-10-21,68962.82918045693,68962.82918045693
2024-10-22,67394.85775735618,67394.85775735618
2024-10-23,67351.04793512498,67351.04793512498
2024-10-24,66683.96806542306,66683.96806542306
2024-10-25,68214.05205157402,68214.05205157402
2024-10-26,66585.66535501445,66585.66535501445
2024-10-27,67018.1650170265,67018.1650170265
2024-10-28,67938.55412885673,67938.55412885673
2024-10-29,69845.304531169,69845.304531169
2024-10-30,72781.11308158132,72781.11308158132
2024-10-31,72342.62171127986,72342.62171127986
2024-11-01,70264.99735573279,70264.99735573279
2024-11-02,69507.92256395647,69507.92256395647
2024-11-03,69299.16036699413,69299.16036699413
2024-11-04,68803.50626277467,68803.50626277467
2024-11-05,67793.29782704762,67793.29782704762
2024-11-06,69335.42553133758,69335.42553133758
2024-11-07,75620.88606963192,75620.88606963192
2024-11-08,75987.24178320667,75987.24178320667
2024-11-09,76550.0213845611,76550.0213845611
2024-11-10,76630.22631415377,76630.22631415377
2024-11-11,80466.71654833542,80466.71654833542
2024-11-12,88637.42000322911,88637.42000322911
2024-11-13,88264.59974582895,88264.59974582895
2024-11-14,90488.10007497849,90488.10007497849
2024-11-15,87407.51273710128,87407.51273710128
2024-11-16,90947.97509443703,90947.97509443703
2024-11-16,91240.34418668941,91240.34418668941
